video_id,comment_id,sentiment_category,user_scenario,user_question,user_suggestion,positive_cluster_theme,negative_cluster_theme,scenario_cluster_theme,question_cluster_theme,suggestion_cluster_theme
vz0mnPd,cH3Rm-Q0L,4.0,0.0,0.0,0.0,,,,,
vIiTZO1,cH5IT3Mgo,5.0,0.0,0.0,0.0,,,,,
vz0mnPd,cH5Kp_UaL,3.0,0.0,0.0,1.0,xfaiyx smart translator recorder great perfect compact amazing love design,xfaiyx smart translator recorder translators design great battery jest price,,,xfaiyx translator smart translators hope wäre improve może battery feature
vgIr-dG,cH6A8scce,5.0,0.0,0.0,0.0,,,,,
vwm_9ft,cH8lOaEm1,5.0,0.0,0.0,0.0,,,,,
vgIr-dG,cH967a-MF,5.0,0.0,0.0,0.0,,,,,
vZNFtEb,cH9PqkPh7,5.0,0.0,0.0,0.0,,,,,
vc_of-A,cHAETHqvt,5.0,0.0,0.0,0.0,,,,,
vyTFg05,cHAX9H_oN,5.0,0.0,0.0,0.0,,,,,
vC3BRAo,cHBSIS4jf,5.0,0.0,0.0,0.0,,,,,
vIiTZO1,cHBeahfTl,5.0,0.0,0.0,0.0,,,,,
vhIxU0L,cHD6ypIe8,5.0,0.0,0.0,0.0,,,,,
vytrCKr,cHDMgzZ9-,5.0,0.0,0.0,0.0,,,,,
vyTFg05,cHFRiQIDC,4.0,0.0,1.0,0.0,,,,recorder recordings smart xfaiyx storage cloud support transcription directly files,
vnK5t9y,cHFSAHTnA,5.0,0.0,0.0,0.0,,,,,
v4Htv2Q,cHGnYEYqF,5.0,0.0,0.0,0.0,,,,,
vgIr-dG,cHHaApQq5,5.0,0.0,0.0,0.0,,,,,
vMSQja0,cHL2VXA5b,5.0,0.0,0.0,0.0,,,,,
vIiTZO1,cHNXWc7dD,5.0,0.0,0.0,0.0,,,,,
vlbVrtw,cHOpnBsbj,5.0,0.0,0.0,0.0,,,,,
vdKeRm9,cHRbFnwpn,1.0,0.0,0.0,0.0,翻訳 機 번역기 そう 人 便利 少し 旅行 良い 👍,,,,
vMULQIS,cHT5KgE4_,5.0,0.0,0.0,0.0,,,,,
vIiTZO1,cHT6TlXv0,1.0,0.0,0.0,0.0,trip abroad travel perfect trips super love europe viaje traveling,,,,
vVS_NZR,cHTxhKsZr,5.0,0.0,0.0,0.0,,,,,
vgIr-dG,cHUBZaWk4,5.0,0.0,0.0,0.0,,,,,
vyTFg05,cHUKxwQmv,5.0,0.0,0.0,0.0,,,,,
vZBnD1J,cHWPYMu1o,1.0,1.0,0.0,0.0,trip abroad travel perfect trips super love europe viaje traveling,,trip battery perfect travel love life design trips device 🥰,,
vZNFtEb,cHWhZ8v_2,5.0,0.0,0.0,0.0,,,,,
v95aInR,cHXHseN45,5.0,0.0,0.0,0.0,,,,,
vnK5t9y,cHXRWmiSx,5.0,0.0,0.0,0.0,,,,,
v2cabia,cHXkoNxSb,5.0,0.0,0.0,0.0,,,,,
vej5bIY,cH_PjHuWY,5.0,0.0,0.0,0.0,,,,,
vB0lLSM,cHawlPgsr,3.0,0.0,0.0,1.0,翻訳 機 번역기 そう 人 便利 少し 旅行 良い 👍,翻訳 機 少し 機能 音声 精度 使っ もっと 改善 便利,,,翻訳 機 少し もっと たら 機能 いい 音声 改善 もう
v3-vK-4,cHc143uBW,5.0,0.0,0.0,0.0,,,,,
vgIr-dG,cHe7RgWCU,5.0,0.0,0.0,0.0,,,,,
vhLcap1,cHeRcobKq,1.0,1.0,0.0,0.0,trip abroad travel perfect trips super love europe viaje traveling,,trip battery perfect travel love life design trips device 🥰,,
vKJ2vqX,cHf3OSzb7,5.0,0.0,0.0,0.0,,,,,
vgIr-dG,cHfF-e1qy,5.0,0.0,0.0,0.0,,,,,
vdbLgWS,cHhA2oH0a,3.0,0.0,0.0,1.0,translator love languages language amazing translation great transcription feature translate,languages translations language nt hope internet struggled translator great feature,,,languages feature hope translation translator add great love make speed
vyTFg05,cHjNvid1h,5.0,0.0,0.0,0.0,,,,,
vZNFtEb,cHoOd6_x7,5.0,0.0,0.0,0.0,,,,,
vyTFg05,cHpGv5NBu,5.0,0.0,0.0,0.0,,,,,
vgIr-dG,cHpK-NgvD,5.0,0.0,0.0,0.0,,,,,
vIiTZO1,cHqpPmgm7,5.0,0.0,0.0,0.0,,,,,
vlbVrtw,cHqwnT0bI,5.0,0.0,0.0,0.0,,,,,
vIUVexk,cHrPk-7VO,4.0,0.0,0.0,0.0,,,,,
vb-Daa_,cHra97zQ6,5.0,0.0,0.0,0.0,,,,,
vc_of-A,cHsXChRo9,1.0,0.0,1.0,0.0,device buy great recorder cool love compact nice design battery,,,price buy work app features part kosztuje gdzie nt cost,
vUG_xbR,cHu64GN3J,1.0,0.0,0.0,0.0,translator love languages language amazing translation great transcription feature translate,,,,
vmsHv2Z,cHuYh11Gb,5.0,0.0,0.0,0.0,,,,,
vc_of-A,cHujF6rKA,5.0,0.0,0.0,0.0,,,,,
vMSQja0,cHvR_85ll,1.0,1.0,0.0,0.0,trip abroad travel perfect trips super love europe viaje traveling,,trip battery perfect travel love life design trips device 🥰,,
vB0lLSM,cHx-ruPkE,5.0,0.0,0.0,0.0,,,,,
vOREHMM,cHy2kQcjX,3.0,0.0,0.0,1.0,xfaiyx smart translator recorder great perfect compact amazing love design,xfaiyx smart translator recorder translators design great battery jest price,,,xfaiyx translator smart translators hope wäre improve może battery feature
vjEBu9W,cHzgJl79H,5.0,0.0,0.0,0.0,,,,,
vc_of-A,cI-AAQXUF,5.0,0.0,0.0,0.0,,,,,
v2cabia,cI-OlICJw,5.0,0.0,0.0,0.0,,,,,
v7lX8Ro,cI-p0awv-,2.0,0.0,0.0,0.0,,audio quality noisy environments nt voice clear feature recording noise,,,
vVS_NZR,cI0KtU6Dl,5.0,0.0,0.0,0.0,,,,,
vOREHMM,cI0LVF1Zf,1.0,0.0,1.0,0.0,device buy great recorder cool love compact nice design battery,,,warranty battery internet device phone offline long work connection mobile,
vej5bIY,cI0RgI8ij,5.0,0.0,0.0,0.0,,,,,
vIiTZO1,cI0hTxKe6,5.0,0.0,0.0,0.0,,,,,
vyTFg05,cI0pzCZmy,5.0,0.0,0.0,0.0,,,,,
vIUVexk,cI0tfXAoM,4.0,0.0,1.0,0.0,,,,translator translation google translate 翻訳 übersetzer offline translations support buy,
vcU7cYQ,cI1JMf93M,4.0,0.0,1.0,0.0,,,,slang phrases informal accurately translate jaka cena 翻訳 übersetzen handle,
vRoMHNQ,cI3fgxiXu,3.0,0.0,0.0,1.0,xfaiyx smart translator recorder great perfect compact amazing love design,xfaiyx smart translator recorder translators design great battery jest price,,,xfaiyx translator smart translators hope wäre improve może battery feature
vZBnD1J,cI5CItwnF,5.0,0.0,0.0,0.0,,,,,
vgmyU_t,cI68Ehv6F,5.0,0.0,0.0,0.0,,,,,
vyTFg05,cI72ELktx,5.0,0.0,0.0,0.0,,,,,
vgIr-dG,cI7bSO6It,5.0,0.0,0.0,0.0,,,,,
v2cabia,cI8Xgt4j-,5.0,0.0,0.0,0.0,,,,,
vB0lLSM,cIDB6tIBv,5.0,0.0,0.0,0.0,,,,,
vgIr-dG,cIE4gohaq,5.0,0.0,0.0,0.0,,,,,
vRoMHNQ,cIEz80agI,5.0,0.0,0.0,0.0,,,,,
vz-3GxD,cIFIiiP88,5.0,0.0,0.0,0.0,,,,,
vgIr-dG,cIGyudkoJ,5.0,0.0,0.0,0.0,,,,,
vdKeRm9,cIJfytHML,5.0,0.0,0.0,0.0,,,,,
vyTFg05,cILaE5YOw,5.0,0.0,0.0,0.0,,,,,
vB0lLSM,cIMF0mhtv,1.0,1.0,0.0,0.0,xfaiyx smart translator recorder great perfect compact amazing love design,,xfaiyx translator smart super trip offline support helpful conversations travel,,
vz-3GxD,cIMKi6m6Y,5.0,0.0,0.0,0.0,,,,,
vlbVrtw,cIMsFv9Da,5.0,0.0,0.0,0.0,,,,,
vKJ2vqX,cIMw52iEp,5.0,0.0,0.0,0.0,,,,,
vc_of-A,cINfE3Huc,5.0,0.0,0.0,0.0,,,,,
vvyoPyo,cIPlKX7g5,1.0,1.0,0.0,0.0,device buy great recorder cool love compact nice design battery,,trip battery perfect travel love life design trips device 🥰,,
vJAQbN9,cIU6EHTMX,2.0,0.0,1.0,0.0,,google translate translator phone übersetzer translation free 😂 app handy,,translator translation google translate 翻訳 übersetzer offline translations support buy,
vgIr-dG,cIUwPl1T4,5.0,0.0,0.0,0.0,,,,,
v3-vK-4,cIX1pHu4x,3.0,1.0,0.0,1.0,xfaiyx smart translator recorder great perfect compact amazing love design,xfaiyx smart translator recorder translators design great battery jest price,xfaiyx translator smart super trip offline support helpful conversations travel,,xfaiyx translator smart translators hope wäre improve może battery feature
vdbLgWS,cIZaW56kD,4.0,0.0,1.0,0.0,,,,translator translation google translate 翻訳 übersetzer offline translations support buy,
vc_of-A,cIZjCggRi,5.0,0.0,0.0,0.0,,,,,
vUG_xbR,cI_tkIdWW,1.0,0.0,0.0,0.0,translator love languages language amazing translation great transcription feature translate,,,,
vOqoEVw,cIa3brpwl,5.0,0.0,0.0,0.0,,,,,
vdbLgWS,cIaIOLCmt,1.0,1.0,0.0,0.0,translator love languages language amazing translation great transcription feature translate,,翻訳 旅行 人 機 使っ 中 外国 まし translator そう,,
vHahKrc,cIbzBMei5,3.0,0.0,1.0,0.0,翻訳 機 번역기 そう 人 便利 少し 旅行 良い 👍,price nt euro teuer high bit preis gut design parece,,price buy work app features part kosztuje gdzie nt cost,
vz-3GxD,cIdTnX_8a,5.0,0.0,0.0,0.0,,,,,
vIiTZO1,cIde2p82k,5.0,0.0,0.0,0.0,,,,,
vgIr-dG,cIe90sC_k,5.0,0.0,0.0,0.0,,,,,
v3-vK-4,cIecx_Qqi,3.0,0.0,0.0,1.0,device buy great recorder cool love compact nice design battery,phone app battery device life buy longer design nt apps,,,battery life longer trips lasted long design great sleek day
vgIr-dG,cIf3DVofC,1.0,1.0,0.0,0.0,翻訳 機 번역기 そう 人 便利 少し 旅行 良い 👍,,翻訳 旅行 人 機 使っ 中 外国 まし translator そう,,
vHahKrc,cIf58cDlp,5.0,0.0,0.0,0.0,,,,,
vusOhpE,cIfJqXsxk,5.0,0.0,0.0,0.0,,,,,
vz-3GxD,cIfUYe-uq,5.0,0.0,0.0,0.0,,,,,
vdbLgWS,cIfW5tU9F,3.0,0.0,0.0,0.0,translator love languages language amazing translation great transcription feature translate,languages translations language nt hope internet struggled translator great feature,,,
vlNO1SW,cIhEg7s1x,4.0,1.0,1.0,0.0,,,xfaiyx translator smart super trip offline support helpful conversations travel,xfaiyx translator smart offline super support helpful wäre languages czy,
v7lX8Ro,cIhfSC4gv,1.0,1.0,0.0,0.0,translator love languages language amazing translation great transcription feature translate,,meetings work lectures business perfect transcription language great translator nt,,
vOU2rJb,cIhvdWq79,5.0,0.0,0.0,0.0,,,,,
vnK5t9y,cIj7jZ8Mv,5.0,0.0,0.0,0.0,,,,,
v-ox8Uw,cIjGfhQfd,1.0,0.0,1.0,0.0,device buy great recorder cool love compact nice design battery,,,price buy work app features part kosztuje gdzie nt cost,
vgIr-dG,cIjIGCs8E,2.0,0.0,0.0,0.0,,google translate translator phone übersetzer translation free 😂 app handy,,,
vOqoEVw,cIlEdAUE2,5.0,0.0,0.0,0.0,,,,,
vIiTZO1,cImNxkyAs,5.0,0.0,0.0,0.0,,,,,
vIiTZO1,cInOmZw_s,5.0,0.0,0.0,0.0,,,,,
vwm_9ft,cIotLPuXB,5.0,0.0,0.0,0.0,,,,,
v4Htv2Q,cIpR0SQmY,2.0,1.0,0.0,0.0,,phone app battery device life buy longer design nt apps,trip battery perfect travel love life design trips device 🥰,,
vC3BRAo,cIpZhOBoT,3.0,1.0,0.0,0.0,trip abroad travel perfect trips super love europe viaje traveling,翻訳 機 少し 機能 音声 精度 使っ もっと 改善 便利,翻訳 旅行 人 機 使っ 中 外国 まし translator そう,,
vgIr-dG,cIq1n3NHQ,5.0,0.0,0.0,0.0,,,,,
vnK5t9y,cIr9Hzp0l,2.0,0.0,0.0,0.0,,翻訳 機 少し 機能 音声 精度 使っ もっと 改善 便利,,,
vKS-ol0,cIsn_JKuM,2.0,0.0,0.0,0.0,,phone app battery device life buy longer design nt apps,,,
vgIr-dG,cIt4uZaDT,5.0,0.0,0.0,0.0,,,,,
v3-vK-4,cItiWJCGT,5.0,0.0,0.0,0.0,,,,,
v_Ur2e7,cItuiPoxy,5.0,0.0,0.0,0.0,,,,,
vB0lLSM,cIvnjFC8y,4.0,0.0,1.0,0.0,,,,slang phrases informal accurately translate jaka cena 翻訳 übersetzen handle,
vnK5t9y,cIwQjQsS7,3.0,0.0,0.0,0.0,xfaiyx smart translator recorder great perfect compact amazing love design,xfaiyx smart translator recorder translators design great battery jest price,,,
v4Htv2Q,cIxhcnik3,2.0,1.0,0.0,0.0,,xfaiyx smart translator recorder translators design great battery jest price,xfaiyx translator smart super trip offline support helpful conversations travel,,
vyTFg05,cIz-ZErr5,5.0,0.0,0.0,0.0,,,,,
vIiTZO1,cIz2N1vhA,5.0,0.0,0.0,0.0,,,,,
vz-3GxD,cIz4Qvsdn,5.0,0.0,0.0,0.0,,,,,
vz-3GxD,cIzH_0k5M,5.0,0.0,0.0,0.0,,,,,
vb-Daa_,cJ0K047qG,1.0,1.0,0.0,0.0,xfaiyx smart translator recorder great perfect compact amazing love design,,xfaiyx translator smart super trip offline support helpful conversations travel,,
vnK5t9y,cJ0QtfkQJ,5.0,0.0,0.0,0.0,,,,,
vgIr-dG,cJ1D6fmUb,5.0,0.0,0.0,0.0,,,,,
vgIr-dG,cJ1kyv4ru,5.0,0.0,0.0,0.0,,,,,
v4Htv2Q,cJ2NPDJ6u,5.0,0.0,0.0,0.0,,,,,
vIiTZO1,cJ5wScAIA,5.0,0.0,0.0,0.0,,,,,
vKJ2vqX,cJ6RTzvAe,5.0,0.0,0.0,0.0,,,,,
v4wSOpe,cJ7APaFsI,5.0,0.0,0.0,0.0,,,,,
vnK5t9y,cJ9aorOBl,5.0,0.0,0.0,0.0,,,,,
vyTFg05,cJBISDPzb,5.0,0.0,0.0,0.0,,,,,
v3-vK-4,cJDB_4OU1,4.0,1.0,0.0,0.0,,,翻訳 旅行 人 機 使っ 中 外国 まし translator そう,,
vIiTZO1,cJDP_fffu,5.0,0.0,0.0,0.0,,,,,
vOqoEVw,cJG4MnOcj,2.0,0.0,0.0,0.0,,price nt euro teuer high bit preis gut design parece,,,
vKJ2vqX,cJGjl91y7,5.0,0.0,0.0,0.0,,,,,
vgIkaeR,cJHmi2GRO,5.0,0.0,0.0,0.0,,,,,
v0nP_KB,cJJG07uVc,3.0,0.0,0.0,1.0,device buy great recorder cool love compact nice design battery,phone app battery device life buy longer design nt apps,,,battery life longer trips lasted long design great sleek day
vOqoEVw,cJJq73ZaH,5.0,0.0,0.0,0.0,,,,,
vgIr-dG,cJNA8WEr0,5.0,0.0,0.0,0.0,,,,,
vKJ2vqX,cJPiWD3wn,5.0,0.0,0.0,0.0,,,,,
vz-3GxD,cJPloDBiv,5.0,0.0,0.0,0.0,,,,,
v5cquLT,cJPoj9Rbc,1.0,1.0,0.0,0.0,trip abroad travel perfect trips super love europe viaje traveling,,trip battery perfect travel love life design trips device 🥰,,
v4wSOpe,cJQ94uG88,5.0,0.0,0.0,0.0,,,,,
vgIkaeR,cJQKTQSgE,5.0,0.0,0.0,0.0,,,,,
v_Ur2e7,cJRPe-fE3,2.0,0.0,0.0,0.0,,languages translations language nt hope internet struggled translator great feature,,,
vgIr-dG,cJSZnbS4S,5.0,0.0,0.0,0.0,,,,,
v2cabia,cJT6yazrh,2.0,1.0,0.0,0.0,,audio quality noisy environments nt voice clear feature recording noise,trip battery perfect travel love life design trips device 🥰,,
vhIxU0L,cJUHQBY-c,5.0,0.0,0.0,0.0,,,,,
vjqfJjv,cJUoxj_eU,5.0,0.0,0.0,0.0,,,,,
vbzCZ0h,cJW6M5mSF,2.0,1.0,0.0,0.0,,audio quality noisy environments nt voice clear feature recording noise,meetings work lectures business perfect transcription language great translator nt,,
vgIr-dG,cJWRVUjRO,5.0,0.0,0.0,0.0,,,,,
vz0mnPd,cJYstDEOX,1.0,1.0,0.0,0.0,翻訳 機 번역기 そう 人 便利 少し 旅行 良い 👍,,翻訳 旅行 人 機 使っ 中 外国 まし translator そう,,
vKJ2vqX,cJaXoK8IC,5.0,0.0,0.0,0.0,,,,,
vbzCZ0h,cJagCZYQg,5.0,0.0,0.0,0.0,,,,,
vgIr-dG,cJbl5n6zM,5.0,0.0,0.0,0.0,,,,,
vKJ2vqX,cJcFmgEAh,5.0,0.0,0.0,0.0,,,,,
v3-vK-4,cJcr9nLg5,5.0,0.0,0.0,0.0,,,,,
vOREHMM,cJeMRL5uO,1.0,1.0,0.0,0.0,trip abroad travel perfect trips super love europe viaje traveling,,trip battery perfect travel love life design trips device 🥰,,
v0nP_KB,cJefplWRN,1.0,1.0,0.0,0.0,trip abroad travel perfect trips super love europe viaje traveling,,trip battery perfect travel love life design trips device 🥰,,
vz-3GxD,cJfVIb5I6,5.0,0.0,0.0,0.0,,,,,
vlNO1SW,cJhDyH2bv,5.0,0.0,0.0,0.0,,,,,
v2cabia,cJhI_OuoC,5.0,0.0,0.0,0.0,,,,,
v4wSOpe,cJhPxy40q,5.0,0.0,0.0,0.0,,,,,
vgmyU_t,cJi3f9Lat,3.0,1.0,0.0,0.0,翻訳 機 번역기 そう 人 便利 少し 旅行 良い 👍,languages translations language nt hope internet struggled translator great feature,翻訳 旅行 人 機 使っ 中 外国 まし translator そう,,
vcU7cYQ,cJkuIw-dw,2.0,0.0,1.0,0.0,,phone app battery device life buy longer design nt apps,,price buy work app features part kosztuje gdzie nt cost,
vZBnD1J,cJkuoRDwP,1.0,1.0,0.0,0.0,trip abroad travel perfect trips super love europe viaje traveling,,trip battery perfect travel love life design trips device 🥰,,
vyTFg05,cJm1cCfNZ,5.0,0.0,0.0,0.0,,,,,
vZNFtEb,cJn3VkEli,5.0,0.0,0.0,0.0,,,,,
vJAQbN9,cJnBzbIp5,2.0,0.0,1.0,0.0,,翻訳 機 少し 機能 音声 精度 使っ もっと 改善 便利,,translator translation google translate 翻訳 übersetzer offline translations support buy,
vyumcj7,cJnC6Xj12,2.0,0.0,0.0,0.0,,google translate translator phone übersetzer translation free 😂 app handy,,,
vhIxU0L,cJnJlzQ-S,4.0,0.0,0.0,0.0,,,,,
vgIkaeR,cJnx9zdXA,3.0,1.0,0.0,0.0,翻訳 機 번역기 そう 人 便利 少し 旅行 良い 👍,翻訳 機 少し 機能 音声 精度 使っ もっと 改善 便利,翻訳 旅行 人 機 使っ 中 外国 まし translator そう,,
vZNFtEb,cJo5MqONB,5.0,0.0,0.0,0.0,,,,,
vtFQ8Km,cJp0nmBla,1.0,0.0,0.0,0.0,翻訳 機 번역기 そう 人 便利 少し 旅行 良い 👍,,,,
vyTFg05,cJpBspglF,5.0,0.0,0.0,0.0,,,,,
vKJ2vqX,cJpd7Cj73,5.0,0.0,0.0,0.0,,,,,
vnK5t9y,cJqa1OJRR,1.0,0.0,0.0,0.0,翻訳 機 번역기 そう 人 便利 少し 旅行 良い 👍,,,,
vyTFg05,cJqv13JXc,1.0,1.0,0.0,0.0,device buy great recorder cool love compact nice design battery,,meetings work lectures business perfect transcription language great translator nt,,
vZNFtEb,cJqyhSWql,5.0,0.0,0.0,0.0,,,,,
vUG_xbR,cJrVpF62D,1.0,0.0,0.0,0.0,translator love languages language amazing translation great transcription feature translate,,,,
vZNFtEb,cJs2rVtud,5.0,0.0,0.0,0.0,,,,,
vlbVrtw,cJsV4Ou6X,5.0,0.0,0.0,0.0,,,,,
vgIr-dG,cJtbITC4c,2.0,0.0,1.0,0.0,,google translate translator phone übersetzer translation free 😂 app handy,,translator translation google translate 翻訳 übersetzer offline translations support buy,
v4wSOpe,cJvMuOI79,2.0,1.0,0.0,0.0,,audio quality noisy environments nt voice clear feature recording noise,recorder smart xfaiyx recording audio interviews perfect great battery quality,,
vKJ2vqX,cJwcLzkG2,5.0,0.0,0.0,0.0,,,,,
vhIxU0L,cJwkXzihD,5.0,0.0,0.0,0.0,,,,,
vgIr-dG,cJy6xFT5T,2.0,0.0,0.0,0.0,,google translate translator phone übersetzer translation free 😂 app handy,,,
vJOK_jc,cJy_HxDS2,3.0,0.0,0.0,1.0,xfaiyx smart translator recorder great perfect compact amazing love design,xfaiyx smart translator recorder translators design great battery jest price,,,recorder smart xfaiyx recordings storage cloud directly feature transcription app
vjEBu9W,cJzQLR9WZ,1.0,1.0,0.0,0.0,xfaiyx smart translator recorder great perfect compact amazing love design,,xfaiyx translator smart super trip offline support helpful conversations travel,,
vIiTZO1,cK1XmZnuk,5.0,0.0,0.0,0.0,,,,,
vyTFg05,cK1oX1h6_,5.0,0.0,0.0,0.0,,,,,
vgIr-dG,cK322LPMo,5.0,0.0,0.0,0.0,,,,,
v95aInR,cK57b4iE8,5.0,0.0,0.0,0.0,,,,,
vnK5t9y,cK5ECiHXP,5.0,0.0,0.0,0.0,,,,,
v7lX8Ro,cK6FXyTSi,1.0,0.0,0.0,0.0,device buy great recorder cool love compact nice design battery,,,,
v7lX8Ro,cK6Q1Ggg9,1.0,1.0,0.0,0.0,device buy great recorder cool love compact nice design battery,,trip battery perfect travel love life design trips device 🥰,,
vB0lLSM,cK88z9bc3,5.0,0.0,0.0,0.0,,,,,
vdKeRm9,cK8kK1kn3,5.0,0.0,0.0,0.0,,,,,
vIiTZO1,cKAXpQEC3,5.0,0.0,0.0,0.0,,,,,
vMSQja0,cKCB0bPr7,5.0,0.0,0.0,0.0,,,,,
vUfYwzN,cKCFLzUU_,1.0,1.0,0.0,0.0,device buy great recorder cool love compact nice design battery,,recorder smart xfaiyx recording audio interviews perfect great battery quality,,
vIiTZO1,cKCwrIa2L,5.0,0.0,0.0,0.0,,,,,
vhLcap1,cKEluiPdk,4.0,1.0,0.0,0.0,,,xfaiyx translator smart super trip offline support helpful conversations travel,,
vJAQbN9,cKFb6Pop8,4.0,0.0,0.0,0.0,,,,,
vJAQbN9,cKFcTl-GE,1.0,0.0,0.0,0.0,device buy great recorder cool love compact nice design battery,,,,
vMSQja0,cKFnGxfx_,5.0,0.0,0.0,0.0,,,,,
v7lX8Ro,cKGBOayzq,4.0,0.0,1.0,0.0,,,,noisy environments noise voice recognition device audio recording mp make,
vUG_xbR,cKJksiTgk,1.0,0.0,0.0,0.0,translator love languages language amazing translation great transcription feature translate,,,,
vc_of-A,cKL5pPxuJ,5.0,0.0,0.0,0.0,,,,,
vIiTZO1,cKLzX7ZmO,5.0,0.0,0.0,0.0,,,,,
vTOfPvS,cKNGA_m5b,3.0,1.0,0.0,1.0,xfaiyx smart translator recorder great perfect compact amazing love design,xfaiyx smart translator recorder translators design great battery jest price,recorder smart xfaiyx recording audio interviews perfect great battery quality,,recorder smart xfaiyx recordings storage cloud directly feature transcription app
vIiTZO1,cKOECjcDm,5.0,0.0,0.0,0.0,,,,,
vdzrIP2,cKOOIx-4r,3.0,1.0,0.0,0.0,翻訳 機 번역기 そう 人 便利 少し 旅行 良い 👍,翻訳 機 少し 機能 音声 精度 使っ もっと 改善 便利,翻訳 旅行 人 機 使っ 中 外国 まし translator そう,,
vKS-ol0,cKRl-KIVe,3.0,0.0,0.0,1.0,device buy great recorder cool love compact nice design battery,audio quality noisy environments nt voice clear feature recording noise,,,audio voice environments recognition noise noisy quality improve feature cancellation
vKJ2vqX,cKS5TVUP4,5.0,0.0,0.0,0.0,,,,,
vJAQbN9,cKSwfnBTI,4.0,0.0,0.0,0.0,,,,,
vOREHMM,cKTPiwa4K,1.0,0.0,0.0,0.0,device buy great recorder cool love compact nice design battery,,,,
vytrCKr,cKTdeB23E,4.0,1.0,1.0,0.0,,,trip battery perfect travel love life design trips device 🥰,languages support translate multiple regional language dialects sprachen standard nt,
vMSQja0,cKUENCr0-,3.0,0.0,0.0,1.0,device buy great recorder cool love compact nice design battery,phone app battery device life buy longer design nt apps,,,app design device sleek compact interface easier version screen larger
vKJ2vqX,cKUW3ItwJ,5.0,0.0,0.0,0.0,,,,,
vwm_9ft,cKUWjh68V,5.0,0.0,0.0,0.0,,,,,
vHahKrc,cKV3m8q6A,4.0,0.0,1.0,0.0,,,,slang phrases informal accurately translate jaka cena 翻訳 übersetzen handle,
vB0lLSM,cKWAYa33j,5.0,0.0,0.0,0.0,,,,,
vTOfPvS,cKWLiPO0y,1.0,1.0,1.0,0.0,device buy great recorder cool love compact nice design battery,,recorder smart xfaiyx recording audio interviews perfect great battery quality,noisy environments noise voice recognition device audio recording mp make,
vjEBu9W,cKYneIzrR,5.0,0.0,0.0,0.0,,,,,
vOU2rJb,cKYp0qIia,1.0,1.0,0.0,0.0,xfaiyx smart translator recorder great perfect compact amazing love design,,recorder smart xfaiyx recording audio interviews perfect great battery quality,,
v2cabia,cKZCvZo_w,5.0,0.0,0.0,0.0,,,,,
vgIr-dG,cKZV0Wp2d,5.0,0.0,0.0,0.0,,,,,
vOqoEVw,cKcRiy5BG,1.0,1.0,0.0,0.0,翻訳 機 번역기 そう 人 便利 少し 旅行 良い 👍,,翻訳 旅行 人 機 使っ 中 外国 まし translator そう,,
vHahKrc,cKd0pRlIm,4.0,1.0,1.0,0.0,,,翻訳 旅行 人 機 使っ 中 外国 まし translator そう,languages support translate multiple regional language dialects sprachen standard nt,
vIiTZO1,cKe-1xFhY,5.0,0.0,0.0,0.0,,,,,
vJOK_jc,cKfiKBe6B,5.0,0.0,0.0,0.0,,,,,
vKJ2vqX,cKgDDvu-O,5.0,0.0,0.0,0.0,,,,,
vZBnD1J,cKgEwFiI_,1.0,1.0,0.0,0.0,trip abroad travel perfect trips super love europe viaje traveling,,trip battery perfect travel love life design trips device 🥰,,
vgIkaeR,cKgM_WCJO,5.0,0.0,0.0,0.0,,,,,
vytrCKr,cKixnQSR_,4.0,0.0,0.0,0.0,,,,,
vZNFtEb,cKjKbnaps,5.0,0.0,0.0,0.0,,,,,
vjqfJjv,cKlwQ1uNT,3.0,1.0,0.0,0.0,translator love languages language amazing translation great transcription feature translate,languages translations language nt hope internet struggled translator great feature,meetings work lectures business perfect transcription language great translator nt,,
v2cabia,cKlx6exKM,4.0,0.0,1.0,0.0,,,,recorder recordings smart xfaiyx storage cloud support transcription directly files,
vVS_NZR,cKne4hU2m,5.0,0.0,0.0,0.0,,,,,
vdKeRm9,cKnj-rEZ2,2.0,0.0,0.0,0.0,,price nt euro teuer high bit preis gut design parece,,,
vgIr-dG,cKnlfGgts,5.0,0.0,0.0,0.0,,,,,
vIiTZO1,cKpJapKSP,5.0,0.0,0.0,0.0,,,,,
vZNFtEb,cKr61GrPO,5.0,0.0,0.0,0.0,,,,,
vz-3GxD,cKrNjAd33,2.0,0.0,0.0,1.0,,xfaiyx smart translator recorder translators design great battery jest price,,,xfaiyx translator smart translators hope wäre improve może battery feature
vKJ2vqX,cKrsnEhMs,5.0,0.0,0.0,0.0,,,,,
vnK5t9y,cKtpf6X54,5.0,0.0,0.0,0.0,,,,,
vJOK_jc,cKugYrDgn,5.0,0.0,0.0,0.0,,,,,
v2cabia,cKwkTc-u0,3.0,0.0,0.0,1.0,xfaiyx smart translator recorder great perfect compact amazing love design,xfaiyx smart translator recorder translators design great battery jest price,,,recorder smart xfaiyx recordings storage cloud directly feature transcription app
vUfYwzN,cKxCrlYfY,4.0,0.0,1.0,0.0,,,,warranty battery internet device phone offline long work connection mobile,
vUG_xbR,cKxoBFwSY,5.0,0.0,0.0,0.0,,,,,
vjEBu9W,cKyVidPvF,3.0,1.0,0.0,0.0,xfaiyx smart translator recorder great perfect compact amazing love design,xfaiyx smart translator recorder translators design great battery jest price,xfaiyx translator smart super trip offline support helpful conversations travel,,
